Year,Host,Date,Round,Attendance,Venue,home_team,home_score,home_penalty,away_team,away_score,away_penalty,home_goal_min,home_own_goal_min,home_penalty_goal_min,away_goal_min,away_own_goal_min,away_penalty_goal_min,match_win,penalty_win,firstGoal,home_rank,away_rank
2002,"Korea Republic, Japan",2002.6.9,Group stage,45610,"Sapporo Dome, Sapporo",Mexico,2,,Ecuador,1,,"[28, 57]",[],[],[5],[],[],home,,away,7,36
2002,"Korea Republic, Japan",2002.6.9,Group stage,42299,"Incheon Munhak Stadium, Incheon",Costa Rica,1,,Türkiye,1,,[86],[],[],[56],[],[],draw,,away,29,22
2002,"Korea Republic, Japan",2002.6.9,Group stage,66108,"Nissan Stadium, Yokohama",Japan,1,,Russia,0,,[51],[],[],[],[],[],home,,home,32,28
2002,"Korea Republic, Japan",2002.6.8,Group stage,47226,"Daegu Main Stadium, Daegu",South Africa,1,,Slovenia,0,,[4],[],[],[],[],[],home,,home,37,25
2002,"Korea Republic, Japan",2002.6.8,Group stage,36472,"Kashima Soccer Stadium, Kashima",Italy,1,,Croatia,2,,[55],[],[],"[73, 76]",[],[],away,,home,6,21
2002,"Korea Republic, Japan",2002.6.8,Group stage,36750,"Jeju World Cup Stadium, Jeju",Brazil,4,,China PR,0,,"[15, 32, 55]",[],[45],[],[],[],home,,home,2,50
2002,"Korea Republic, Japan",2002.6.7,Group stage,36194,"NOEVIR Stadium Kobe, Kobe",Sweden,2,,Nigeria,1,,[35],[],[63],[27],[],[],home,,away,19,27
2002,"Korea Republic, Japan",2002.6.7,Group stage,24000,"Jeonju World Cup Stadium, Jeonju",Spain,3,,Paraguay,1,,"[53, 69]",[],[83],[],[10],[],home,,away,8,18
2002,"Korea Republic, Japan",2002.6.7,Group stage,35927,"Sapporo Dome, Sapporo",Argentina,0,,England,1,,[],[],[],[],[],[44],away,,away,3,12
2002,"Korea Republic, Japan",2002.6.6,Group stage,43500,"Daegu Main Stadium, Daegu",Denmark,1,,Senegal,1,,[],[],[16],[52],[],[],draw,,away,20,42
2002,"Korea Republic, Japan",2002.6.6,Group stage,52328,"Saitama Stadium 2002, Saitama",Cameroon,1,,Saudi Arabia,0,,[66],[],[],[],[],[],home,,home,17,34
2002,"Korea Republic, Japan",2002.6.6,Group stage,38070,"Busan Sport Complex Asiad Stadium, Busan",France,0,,Uruguay,0,,[],[],[],[],[],[],draw,,,1,24
2002,"Korea Republic, Japan",2002.6.5,Group stage,30957,"NOEVIR Stadium Kobe, Kobe",Russia,2,,Tunisia,0,,[59],[],[64],[],[],[],home,,home,28,31
2002,"Korea Republic, Japan",2002.6.5,Group stage,37306,"Suwon World Cup Stadium, Suwon",United States,3,,Portugal,2,,"[4, 36]",[29],[],[39],[71],[],home,,home,13,5
2002,"Korea Republic, Japan",2002.6.5,Group stage,35854,"Kashima Soccer Stadium, Kashima",Germany,1,,Republic of Ireland,1,,[19],[],[],[92],[],[],draw,,home,11,15
2002,"Korea Republic, Japan",2002.6.4,Group stage,27217,"Guus Hiddink Stadium, Gwangju",China PR,0,,Costa Rica,2,,[],[],[],"[61, 65]",[],[],away,,away,50,29
2002,"Korea Republic, Japan",2002.6.4,Group stage,55256,"Saitama Stadium 2002, Saitama",Japan,2,,Belgium,2,,"[59, 67]",[],[],"[57, 75]",[],[],draw,,away,32,23
2002,"Korea Republic, Japan",2002.6.4,Group stage,48760,"Busan Sport Complex Asiad Stadium, Busan",Korea Republic,2,,Poland,0,,"[26, 53]",[],[],[],[],[],home,,home,40,38
2002,"Korea Republic, Japan",2002.6.3,Group stage,32239,"Denka Big Swan Stadium, Niigata",Croatia,0,,Mexico,1,,[],[],[],[],[],[60],away,,away,21,7
2002,"Korea Republic, Japan",2002.6.3,Group stage,33842,"Munsu Cup Stadium, Ulsan",Brazil,2,,Türkiye,1,,[50],[],[87],[47],[],[],home,,away,2,22
2002,"Korea Republic, Japan",2002.6.3,Group stage,31081,"Sapporo Dome, Sapporo",Italy,2,,Ecuador,0,,"[7, 27]",[],[],[],[],[],home,,home,6,36
2002,"Korea Republic, Japan",2002.6.2,Group stage,34050,"Kashima Soccer Stadium, Kashima",Argentina,1,,Nigeria,0,,[63],[],[],[],[],[],home,,home,3,27
2002,"Korea Republic, Japan",2002.6.2,Group stage,25186,"Busan Sport Complex Asiad Stadium, Busan",Paraguay,2,,South Africa,2,,"[39, 55]",[],[],[63],[],[91],draw,,home,18,37
2002,"Korea Republic, Japan",2002.6.2,Group stage,52721,"Saitama Stadium 2002, Saitama",England,1,,Sweden,1,,[24],[],[],[59],[],[],draw,,home,12,19
2002,"Korea Republic, Japan",2002.6.2,Group stage,28588,"Guus Hiddink Stadium, Gwangju",Spain,3,,Slovenia,1,,"[44, 74]",[],[87],[82],[],[],home,,home,8,25
2002,"Korea Republic, Japan",2002.6.1,Group stage,33679,"Denka Big Swan Stadium, Niigata",Republic of Ireland,1,,Cameroon,1,,[52],[],[],[39],[],[],draw,,away,15,17
2002,"Korea Republic, Japan",2002.6.1,Group stage,30157,"Munsu Cup Stadium, Ulsan",Uruguay,1,,Denmark,2,,[47],[],[],"[45, 83]",[],[],away,,away,24,20
2002,"Korea Republic, Japan",2002.6.1,Group stage,32218,"Sapporo Dome, Sapporo",Germany,8,,Saudi Arabia,0,,"[20, 25, 40, 46, 70, 72, 84, 92]",[],[],[],[],[],home,,home,11,34
2002,"Korea Republic, Japan",2002.5.31,Group stage,62561,"Seoul World Cup Stadium, Seoul",France,0,,Senegal,1,,[],[],[],[30],[],[],away,,away,1,42
1998,France,1998.7.12,Final,80000,"Stade de France, Paris",Brazil,0,,France,3,,[],[],[],"[27, 45, 90]",[],[],away,,away,1,18
1998,France,1998.7.11,Third-place match,44000,"Parc des Princes, Paris",Netherlands,1,,Croatia,2,,[21],[],[],"[13, 35]",[],[],away,,away,25,19
1998,France,1998.7.8,Semi-finals,80000,"Stade de France, Paris",France,2,,Croatia,1,,"[47, 70]",[],[],[46],[],[],home,,away,18,19
1998,France,1998.7.7,Semi-finals,60000,"Orange Vélodrome, Marseille",Brazil,1,4,Netherlands,1,2,[46],[],[],[87],[],[],draw,home,home,1,25
1998,France,1998.7.4,Quarter-finals,60000,"Orange Vélodrome, Marseille",Netherlands,2,,Argentina,1,,"[12, 89]",[],[],[17],[],[],home,,home,25,6
1998,France,1998.7.4,Quarter-finals,43300,"Matmut Stadium de Gerland, Lyon",Germany,0,,Croatia,3,,[],[],[],"[45, 80, 85]",[],[],away,,away,2,19
1998,France,1998.7.3,Quarter-finals,80000,"Stade de France, Paris",Italy,0,3,France,0,4,[],[],[],[],[],[],draw,away,,14,18
1998,France,1998.7.3,Quarter-finals,49500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",Brazil,3,,Denmark,2,,"[10, 27, 60]",[],[],"[2, 50]",[],[],home,,away,1,27
1998,France,1998.6.30,Round of 16,31800,"Stade Jacques Chaban-Delmas, Bordeaux",Romania,0,,Croatia,1,,[],[],[],[],[],[45],away,,away,22,19
1998,France,1998.6.30,Round of 16,30600,"Stade Geoffroy-Guichard, Saint-_tienne",Argentina,2,4,England,2,3,[45],[],[5],[16],[],[9],draw,home,away,6,5
1998,France,1998.6.29,Round of 16,29800,"Stade de la Mosson, Montpellier",Germany,2,,Mexico,1,,"[75, 86]",[],[],[47],[],[],home,,away,2,4
1998,France,1998.6.29,Round of 16,33000,"Stadium Municipal, Toulouse",Netherlands,2,,FR Yugoslavia,1,,"[38, 90]",[],[],[48],[],[],home,,home,25,8
1998,France,1998.6.28,Round of 16,31800,"Stade Bollaert-Delelis, Lens",France,1,,Paraguay,0,,[114],[],[],[],[],[],home,,home,18,29
1998,France,1998.6.28,Round of 16,77000,"Stade de France, Paris",Nigeria,1,,Denmark,4,,[77],[],[],"[3, 12, 60, 76]",[],[],away,,away,74,27
1998,France,1998.6.27,Round of 16,55000,"Orange Vélodrome, Marseille",Italy,1,,Norway,0,,[18],[],[],[],[],[],home,,home,14,7
1998,France,1998.6.27,Round of 16,45500,"Parc des Princes, Paris",Brazil,4,,Chile,1,,"[11, 26, 70]",[],[45],[68],[],[],home,,home,1,9
1998,France,1998.6.26,Group stage,31800,"Stade Jacques Chaban-Delmas, Bordeaux",Argentina,1,,Croatia,0,,[36],[],[],[],[],[],home,,home,6,19
1998,France,1998.6.26,Group stage,39100,"Matmut Stadium de Gerland, Lyon",Japan,1,,Jamaica,2,,[74],[],[],"[39, 54]",[],[],away,,away,12,30
1998,France,1998.6.26,Group stage,80000,"Stade de France, Paris",Romania,1,,Tunisia,1,,[72],[],[],[],[],[10],draw,,away,22,21
1998,France,1998.6.26,Group stage,42000,"Stade Bollaert-Delelis, Lens",Colombia,0,,England,2,,[],[],[],"[20, 29]",[],[],away,,away,10,5
1998,France,1998.6.25,Group stage,30600,"Stade Geoffroy-Guichard, Saint-_tienne",Netherlands,2,,Mexico,2,,"[4, 18]",[],[],"[75, 90]",[],[],draw,,home,25,4
1998,France,1998.6.25,Group stage,45500,"Parc des Princes, Paris",Belgium,1,,Korea Republic,1,,[7],[],[],[71],[],[],draw,,home,36,20
1998,France,1998.6.25,Group stage,38500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",United States,0,,FR Yugoslavia,1,,[],[],[],[4],[],[],away,,away,11,8
1998,France,1998.6.25,Group stage,35500,"Stade de la Mosson, Montpellier",Germany,2,,IR Iran,0,,"[50, 58]",[],[],[],[],[],home,,home,2,42
1998,France,1998.6.24,Group stage,31800,"Stade Jacques Chaban-Delmas, Bordeaux",South Africa,2,,Saudi Arabia,2,,[18],[],[90],[],[],"[45, 74]",draw,,home,24,34
1998,France,1998.6.24,Group stage,39100,"Matmut Stadium de Gerland, Lyon",France,2,,Denmark,1,,[57],[],[12],[],[],[42],home,,away,18,27
1998,France,1998.6.24,Group stage,41275,"Stade Bollaert-Delelis, Lens",Spain,6,,Bulgaria,1,,"[18, 55, 81, 90]",[88],[6],[58],[],[],home,,home,15,35
1998,France,1998.6.24,Group stage,33400,"Stadium Municipal, Toulouse",Nigeria,1,,Paraguay,3,,[11],[],[],"[1, 59, 86]",[],[],away,,away,74,29
1998,France,1998.6.23,Group stage,80000,"Stade de France, Paris",Italy,2,,Austria,1,,"[49, 90]",[],[],[],[],[90],home,,home,14,31
1998,France,1998.6.23,Group stage,39500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",Chile,1,,Cameroon,1,,[20],[],[],[56],[],[],draw,,home,9,49
1998,France,1998.6.23,Group stage,57000,"Orange Vélodrome, Marseille",Brazil,1,,Norway,2,,[78],[],[],[83],[],[89],away,,home,1,7
1998,France,1998.6.23,Group stage,36000,"Stade Geoffroy-Guichard, Saint-_tienne",Scotland,0,,Morocco,3,,[],[],[],"[23, 47, 85]",[],[],away,,away,41,13
1998,France,1998.6.22,Group stage,35500,"Stade de la Mosson, Montpellier",Colombia,1,,Tunisia,0,,[83],[],[],[],[],[],home,,home,10,21
1998,France,1998.6.22,Group stage,33140,"Stadium Municipal, Toulouse",Romania,2,,England,1,,"[47, 90]",[],[],[83],[],[],home,,home,22,5
1998,France,1998.6.21,Group stage,41275,"Stade Bollaert-Delelis, Lens",Germany,2,,FR Yugoslavia,2,,[80],[72],[],"[13, 54]",[],[],draw,,away,2,8
1998,France,1998.6.21,Group stage,45500,"Parc des Princes, Paris",Argentina,5,,Jamaica,0,,"[32, 55, 72, 79]",[],[83],[],[],[],home,,home,6,30
1998,France,1998.6.21,Group stage,43300,"Matmut Stadium de Gerland, Lyon",United States,1,,IR Iran,2,,[87],[],[],"[40, 84]",[],[],away,,away,11,42
1998,France,1998.6.20,Group stage,35500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",Japan,0,,Croatia,1,,[],[],[],[77],[],[],away,,away,12,19
1998,France,1998.6.20,Group stage,31800,"Stade Jacques Chaban-Delmas, Bordeaux",Belgium,2,,Mexico,2,,"[43, 47]",[],[],[62],[],[55],draw,,home,36,4
1998,France,1998.6.20,Group stage,55000,"Orange Vélodrome, Marseille",Netherlands,5,,Korea Republic,0,,"[38, 42, 71, 80, 83]",[],[],[],[],[],home,,home,25,20
1998,France,1998.6.19,Group stage,48000,"Parc des Princes, Paris",Nigeria,1,,Bulgaria,0,,[26],[],[],[],[],[],home,,home,74,35
1998,France,1998.6.19,Group stage,36000,"Stade Geoffroy-Guichard, Saint-_tienne",Spain,0,,Paraguay,0,,[],[],[],[],[],[],draw,,,15,29
1998,France,1998.6.18,Group stage,33500,"Stadium Municipal, Toulouse",South Africa,1,,Denmark,1,,[52],[],[],[13],[],[],draw,,away,24,27
1998,France,1998.6.18,Group stage,80000,"Stade de France, Paris",France,4,,Saudi Arabia,0,,"[36, 68, 77, 85]",[],[],[],[],[],home,,home,18,34
1998,France,1998.6.17,Group stage,36000,"Stade Geoffroy-Guichard, Saint-_tienne",Chile,1,,Austria,1,,[70],[],[],[90],[],[],draw,,home,9,31
1998,France,1998.6.17,Group stage,35500,"Stade de la Mosson, Montpellier",Italy,3,,Cameroon,0,,"[7, 75, 89]",[],[],[],[],[],home,,home,14,49
1998,France,1998.6.16,Group stage,31800,"Stade Jacques Chaban-Delmas, Bordeaux",Scotland,1,,Norway,1,,[66],[],[],[46],[],[],draw,,away,41,7
1998,France,1998.6.16,Group stage,38500,"Stade de la Beaujoire - Louis Fonteneau, Nantes",Brazil,3,,Morocco,0,,"[9, 45, 50]",[],[],[],[],[],home,,home,1,13
1998,France,1998.6.15,Group stage,54587,"Orange Vélodrome, Marseille",England,2,,Tunisia,0,,"[43, 89]",[],[],[],[],[],home,,home,5,21
1998,France,1998.6.15,Group stage,43300,"Matmut Stadium de Gerland, Lyon",Romania,1,,Colombia,0,,[45],[],[],[],[],[],home,,home,22,10
1998,France,1998.6.15,Group stage,49000,"Parc des Princes, Paris",Germany,2,,United States,0,,"[9, 65]",[],[],[],[],[],home,,home,2,11
1998,France,1998.6.14,Group stage,33500,"Stadium Municipal, Toulouse",Argentina,1,,Japan,0,,[28],[],[],[],[],[],home,,home,6,12
1998,France,1998.6.14,Group stage,36000,"Stade Geoffroy-Guichard, Saint-_tienne",FR Yugoslavia,1,,IR Iran,0,,[73],[],[],[],[],[],home,,home,8,42
1998,France,1998.6.14,Group stage,38100,"Stade Bollaert-Delelis, Lens",Jamaica,1,,Croatia,3,,[45],[],[],"[27, 53, 69]",[],[],away,,away,30,19
1998,France,1998.6.13,Group stage,38000,"Stade de la Beaujoire - Louis Fonteneau, Nantes",Spain,2,,Nigeria,3,,"[21, 47]",[],[],"[24, 78]",[73],[],away,,home,15,74
1998,France,1998.6.13,Group stage,39100,"Matmut Stadium de Gerland, Lyon",Korea Republic,1,,Mexico,3,,[28],[],[],"[51, 74, 84]",[],[],away,,home,20,4
1998,France,1998.6.13,Group stage,77000,"Stade de France, Paris",Netherlands,0,,Belgium,0,,[],[],[],[],[],[],draw,,,25,36
1998,France,1998.6.12,Group stage,27650,"Stade de la Mosson, Montpellier",Paraguay,0,,Bulgaria,0,,[],[],[],[],[],[],draw,,,29,35
1998,France,1998.6.12,Group stage,38100,"Stade Bollaert-Delelis, Lens",Saudi Arabia,0,,Denmark,1,,[],[],[],[69],[],[],away,,away,34,27
1998,France,1998.6.12,Group stage,55000,"Orange Vélodrome, Marseille",France,3,,South Africa,0,,"[34, 90]",[77],[],[],[],[],home,,home,18,24
1998,France,1998.6.11,Group stage,35200,"Stade Jacques Chaban-Delmas, Bordeaux",Italy,2,,Chile,2,,[10],[],[85],"[45, 49]",[],[],draw,,home,14,9
1998,France,1998.6.11,Group stage,36500,"Stadium Municipal, Toulouse",Cameroon,1,,Austria,1,,[77],[],[],[90],[],[],draw,,home,49,31
1998,France,1998.6.10,Group stage,80000,"Stade de France, Paris",Brazil,2,,Scotland,1,,[5],[73],[],[],[],[38],home,,home,1,41
1998,France,1998.6.10,Group stage,29750,"Stade de la Mosson, Montpellier",Morocco,2,,Norway,2,,"[38, 59]",[],[],[60],[45],[],draw,,home,13,7
1994,United States,1994.7.17,Final,94194,"Rose Bowl, Los Angeles",Brazil,0,3,Italy,0,2,[],[],[],[],[],[],draw,home,,3,4
1994,United States,1994.7.16,Third-place match,91500,"Rose Bowl, Los Angeles",Sweden,4,,Bulgaria,0,,"[8, 30, 37, 40]",[],[],[],[],[],home,,home,10,29
1994,United States,1994.7.13,Semi-finals,74110,"Giants Stadium, New York/New Jersey",Bulgaria,1,,Italy,2,,[],[],[44],"[21, 25]",[],[],away,,away,29,4
1994,United States,1994.7.13,Semi-finals,91856,"Rose Bowl, Los Angeles",Sweden,0,,Brazil,1,,[],[],[],[80],[],[],away,,away,10,3
1994,United States,1994.7.10,Quarter-finals,72000,"Giants Stadium, New York/New Jersey",Bulgaria,2,,Germany,1,,"[75, 78]",[],[],[],[],[47],home,,away,29,1
1994,United States,1994.7.10,Quarter-finals,83500,"Stanford Stadium, San Francisco",Romania,2,4,Sweden,2,5,"[88, 101]",[],[],"[78, 115]",[],[],draw,away,away,7,10
1994,United States,1994.7.9,Quarter-finals,53400,"Foxboro Stadium, Boston",Italy,2,,Spain,1,,"[25, 88]",[],[],[58],[],[],home,,home,4,5
1994,United States,1994.7.9,Quarter-finals,63500,"Cotton Bowl, Dallas",Netherlands,2,,Brazil,3,,"[64, 76]",[],[],"[53, 63, 81]",[],[],away,,away,2,3
1994,United States,1994.7.5,Round of 16,54367,"Foxboro Stadium, Boston",Nigeria,1,,Italy,2,,[25],[],[],[88],[],[102],away,,home,11,4
1994,United States,1994.7.5,Round of 16,71030,"Giants Stadium, New York/New Jersey",Mexico,1,1,Bulgaria,1,3,[],[],[18],[6],[],[],draw,away,away,16,29
1994,United States,1994.7.4,Round of 16,61355,"Citrus Bowl, Orlando",Netherlands,2,,Republic of Ireland,0,,"[11, 41]",[],[],[],[],[],home,,home,2,14
1994,United States,1994.7.4,Round of 16,84147,"Stanford Stadium, San Francisco",Brazil,1,,United States,0,,[72],[],[],[],[],[],home,,home,3,23
1994,United States,1994.7.3,Round of 16,60277,"Cotton Bowl, Dallas",Saudi Arabia,1,,Sweden,3,,[85],[],[],"[6, 51, 88]",[],[],away,,away,34,10
1994,United States,1994.7.3,Round of 16,90469,"Rose Bowl, Los Angeles",Romania,3,,Argentina,2,,"[11, 18, 58]",[],[],[75],[],[16],home,,home,7,8
1994,United States,1994.7.2,Round of 16,60246,"Soldier Field, Chicago",Germany,3,,Belgium,2,,"[6, 11, 40]",[],[],"[8, 90]",[],[],home,,home,1,27
1994,United States,1994.7.2,Round of 16,53121,"RFK Stadium, Washington Dc",Spain,3,,Switzerland,0,,"[15, 74]",[],[86],[],[],[],home,,home,5,12
1994,United States,1994.6.30,Group stage,53001,"Foxboro Stadium, Boston",Greece,0,,Nigeria,2,,[],[],[],"[45, 90]",[],[],away,,away,31,11
1994,United States,1994.6.30,Group stage,63998,"Cotton Bowl, Dallas",Argentina,0,,Bulgaria,2,,[],[],[],"[61, 90]",[],[],away,,away,8,29
1994,United States,1994.6.29,Group stage,60578,"Citrus Bowl, Orlando",Morocco,1,,Netherlands,2,,[47],[],[],"[43, 77]",[],[],away,,away,28,2
1994,United States,1994.6.29,Group stage,52959,"RFK Stadium, Washington Dc",Belgium,0,,Saudi Arabia,1,,[],[],[],[5],[],[],away,,away,27,34
1994,United States,1994.6.28,Group stage,52535,"RFK Stadium, Washington Dc",Italy,1,,Mexico,1,,[48],[],[],[57],[],[],draw,,home,4,16
1994,United States,1994.6.28,Group stage,72404,"Giants Stadium, New York/New Jersey",Republic of Ireland,0,,Norway,0,,[],[],[],[],[],[],draw,,,14,6
1994,United States,1994.6.28,Group stage,74914,"Stanford Stadium, San Francisco",Russia,6,,Cameroon,1,,"[15, 41, 72, 75, 81]",[],[44],[46],[],[],home,,home,19,24
1994,United States,1994.6.28,Group stage,77217,"Pontiac Silverdome, Detroit",Brazil,1,,Sweden,1,,[46],[],[],[23],[],[],draw,,away,3,10
1994,United States,1994.6.27,Group stage,63998,"Cotton Bowl, Dallas",Germany,3,,Korea Republic,2,,"[12, 20, 37]",[],[],"[52, 63]",[],[],home,,home,1,37
1994,United States,1994.6.27,Group stage,63089,"Soldier Field, Chicago",Bolivia,1,,Spain,3,,[67],[],[],"[66, 70]",[],[19],away,,away,43,5
1994,United States,1994.6.26,Group stage,63160,"Soldier Field, Chicago",Bulgaria,4,,Greece,0,,"[65, 90]",[],"[5, 55]",[],[],[],home,,home,29,31
1994,United States,1994.6.26,Group stage,93869,"Rose Bowl, Los Angeles",United States,0,,Romania,1,,[],[],[],[18],[],[],away,,away,23,7
1994,United States,1994.6.26,Group stage,83401,"Stanford Stadium, San Francisco",Switzerland,0,,Colombia,2,,[],[],[],"[44, 90]",[],[],away,,away,12,17
1994,United States,1994.6.25,Group stage,62387,"Citrus Bowl, Orlando",Belgium,1,,Netherlands,0,,[65],[],[],[],[],[],home,,home,27,2
1994,United States,1994.6.25,Group stage,76322,"Giants Stadium, New York/New Jersey",Saudi Arabia,2,,Morocco,1,,[45],[],[7],[26],[],[],home,,away,34,28
1994,United States,1994.6.25,Group stage,54453,"Foxboro Stadium, Boston",Argentina,2,,Nigeria,1,,"[21, 28]",[],[],[8],[],[],home,,away,8,11
1994,United States,1994.6.24,Group stage,60790,"Citrus Bowl, Orlando",Mexico,2,,Republic of Ireland,1,,"[42, 65]",[],[],[84],[],[],home,,home,16,14
1994,United States,1994.6.24,Group stage,83401,"Stanford Stadium, San Francisco",Brazil,3,,Cameroon,0,,"[39, 66, 73]",[],[],[],[],[],home,,home,3,24
1994,United States,1994.6.24,Group stage,71528,"Pontiac Silverdome, Detroit",Sweden,3,,Russia,1,,"[59, 81]",[],[37],[],[],[4],home,,away,10,19
1994,United States,1994.6.23,Group stage,74624,"Giants Stadium, New York/New Jersey",Italy,1,,Norway,0,,[69],[],[],[],[],[],home,,home,4,6
1994,United States,1994.6.23,Group stage,54453,"Foxboro Stadium, Boston",Korea Republic,0,,Bolivia,0,,[],[],[],[],[],[],draw,,,37,43
1994,United States,1994.6.22,Group stage,61428,"Pontiac Silverdome, Detroit",Romania,1,,Switzerland,4,,[35],[],[],"[16, 52, 65, 72]",[],[],away,,away,7,12
1994,United States,1994.6.22,Group stage,93869,"Rose Bowl, Los Angeles",United States,2,,Colombia,1,,[52],[35],[],[90],[],[],home,,home,23,17
1994,United States,1994.6.21,Group stage,54456,"Foxboro Stadium, Boston",Argentina,4,,Greece,0,,"[2, 44, 60]",[],[90],[],[],[],home,,home,8,31
1994,United States,1994.6.21,Group stage,63113,"Soldier Field, Chicago",Germany,1,,Spain,1,,[48],[],[],[14],[],[],draw,,away,1,5
1994,United States,1994.6.21,Group stage,44132,"Cotton Bowl, Dallas",Nigeria,3,,Bulgaria,0,,"[21, 43, 55]",[],[],[],[],[],home,,home,11,29
1994,United States,1994.6.20,Group stage,81061,"Stanford Stadium, San Francisco",Brazil,2,,Russia,0,,[26],[],[52],[],[],[],home,,home,3,19
1994,United States,1994.6.20,Group stage,50535,"RFK Stadium, Washington Dc",Netherlands,2,,Saudi Arabia,1,,"[50, 86]",[],[],[18],[],[],home,,away,2,34
1994,United States,1994.6.19,Group stage,61219,"Citrus Bowl, Orlando",Belgium,1,,Morocco,0,,[11],[],[],[],[],[],home,,home,27,28
1994,United States,1994.6.19,Group stage,52395,"RFK Stadium, Washington Dc",Norway,1,,Mexico,0,,[84],[],[],[],[],[],home,,home,6,16
1994,United States,1994.6.19,Group stage,93194,"Rose Bowl, Los Angeles",Cameroon,2,,Sweden,2,,"[31, 47]",[],[],"[8, 75]",[],[],draw,,away,24,10
1994,United States,1994.6.18,Group stage,73425,"Pontiac Silverdome, Detroit",United States,1,,Switzerland,1,,[44],[],[],[39],[],[],draw,,away,23,12
1994,United States,1994.6.18,Group stage,75338,"Giants Stadium, New York/New Jersey",Italy,0,,Republic of Ireland,1,,[],[],[],[11],[],[],away,,away,4,14
1994,United States,1994.6.18,Group stage,91856,"Rose Bowl, Los Angeles",Colombia,1,,Romania,3,,[43],[],[],"[15, 34, 89]",[],[],away,,away,17,7
1994,United States,1994.6.17,Group stage,63117,"Soldier Field, Chicago",Germany,1,,Bolivia,0,,[61],[],[],[],[],[],home,,home,1,43
1994,United States,1994.6.17,Group stage,56247,"Cotton Bowl, Dallas",Spain,2,,Korea Republic,2,,"[51, 55]",[],[],"[85, 90]",[],[],draw,,home,5,37
1990,Italy,1990.7.8,Final,73603,"Stadio Olimpico, Rome",West Germany,1,,Argentina,0,,[],[],[85],[],[],[],home,,away,,
1990,Italy,1990.7.7,Third-place match,51426,"Stadio San Nicola, Bari",Italy,2,,England,1,,[71],[],[86],[81],[],[],home,,home,,
1990,Italy,1990.7.4,Semi-finals,62628,"Stadio delle Alpi, Turin",West Germany,1,4,England,1,3,[60],[],[],[80],[],[],draw,home,home,,
1990,Italy,1990.7.3,Semi-finals,59978,"San Paolo, Naples",Italy,1,3,Argentina,1,4,[17],[],[],[67],[],[],draw,away,home,,
1990,Italy,1990.7.1,Quarter-finals,73347,"Giuseppe Meazza, Milan",West Germany,1,,Czechoslovakia,0,,[],[],[25],[],[],[],home,,away,,
1990,Italy,1990.7.1,Quarter-finals,55205,"San Paolo, Naples",England,3,,Cameroon,2,,[25],[],"[83, 105]",[65],[],[61],home,,home,,
1990,Italy,1990.6.30,Quarter-finals,38971,"Comunale, Florence",Yugoslavia,0,2,Argentina,0,3,[],[],[],[],[],[],draw,away,,,
1990,Italy,1990.6.30,Quarter-finals,73303,"Stadio Olimpico, Rome",Italy,1,,Republic of Ireland,0,,[38],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.26,Round of 16,35500,"Marc Antonio Bentegodi, Verona",Spain,1,,Yugoslavia,2,,[84],[],[],"[78, 93]",[],[],away,,away,,
1990,Italy,1990.6.26,Round of 16,34520,"Renato Dall Ara, Bologna",England,1,,Belgium,0,,[119],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.25,Round of 16,31818,"Luigi Ferraris, Genoa",Republic of Ireland,0,5,Romania,0,4,[],[],[],[],[],[],draw,home,,,
1990,Italy,1990.6.25,Round of 16,73303,"Stadio Olimpico, Rome",Italy,2,,Uruguay,0,,"[65, 83]",[],[],[],[],[],home,,home,,
1990,Italy,1990.6.24,Round of 16,61381,"Stadio delle Alpi, Turin",Brazil,0,,Argentina,1,,[],[],[],[81],[],[],away,,away,,
1990,Italy,1990.6.24,Round of 16,74559,"Giuseppe Meazza, Milan",West Germany,2,,Netherlands,1,,"[51, 85]",[],[],[],[],[89],home,,home,,
1990,Italy,1990.6.23,Round of 16,50026,"San Paolo, Naples",Cameroon,2,,Colombia,1,,"[106, 108]",[],[],[115],[],[],home,,home,,
1990,Italy,1990.6.23,Round of 16,47673,"Stadio San Nicola, Bari",Czechoslovakia,4,,Costa Rica,1,,"[12, 63, 76, 82]",[],[],[55],[],[],home,,home,,
1990,Italy,1990.6.21,Group stage,35950,"Marc Antonio Bentegodi, Verona",Belgium,1,,Spain,2,,[29],[],[],[38],[],[26],away,,away,,
1990,Italy,1990.6.21,Group stage,29039,"Friuli, Udine",Korea Republic,0,,Uruguay,1,,[],[],[],[90],[],[],away,,away,,
1990,Italy,1990.6.21,Group stage,33288,"Della Favorita, Palermo",Republic of Ireland,1,,Netherlands,1,,[71],[],[],[11],[],[],draw,,away,,
1990,Italy,1990.6.21,Group stage,34959,"Sant Elia, Cagliari",England,1,,Egypt,0,,[58],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.20,Group stage,30223,"Luigi Ferraris, Genoa",Sweden,1,,Costa Rica,2,,[32],[],[],"[75, 87]",[],[],away,,home,,
1990,Italy,1990.6.20,Group stage,62502,"Stadio delle Alpi, Turin",Brazil,1,,Scotland,0,,[81],[],[],[],[],[],home,,home,,
