Year,Host,Date,Round,Attendance,Venue,home_team,home_score,home_penalty,away_team,away_score,away_penalty,home_goal_min,home_own_goal_min,home_penalty_goal_min,away_goal_min,away_own_goal_min,away_penalty_goal_min,match_win,penalty_win,firstGoal,home_rank,away_rank
1990,Italy,1990.6.19,Group stage,72510,"Giuseppe Meazza, Milan",West Germany,1,,Colombia,1,,[88],[],[],[90],[],[],draw,,home,,
1990,Italy,1990.6.19,Group stage,27833,"Renato Dall Ara, Bologna",Yugoslavia,4,,United Arab Emirates,1,,"[5, 9, 46, 90]",[],[],[22],[],[],home,,home,,
1990,Italy,1990.6.19,Group stage,34857,"Comunale, Florence",Austria,2,,United States,1,,"[49, 63]",[],[],[83],[],[],home,,home,,
1990,Italy,1990.6.19,Group stage,73303,"Stadio Olimpico, Rome",Italy,2,,Czechoslovakia,0,,"[9, 78]",[],[],[],[],[],home,,home,,
1990,Italy,1990.6.18,Group stage,52733,"San Paolo, Naples",Argentina,1,,Romania,1,,[62],[],[],[68],[],[],draw,,home,,
1990,Italy,1990.6.18,Group stage,37307,"Stadio San Nicola, Bari",Cameroon,0,,Soviet Union,4,,[],[],[],"[20, 29, 52, 63]",[],[],away,,away,,
1990,Italy,1990.6.17,Group stage,33288,"Della Favorita, Palermo",Republic of Ireland,0,,Egypt,0,,[],[],[],[],[],[],draw,,,,
1990,Italy,1990.6.17,Group stage,33759,"Marc Antonio Bentegodi, Verona",Belgium,3,,Uruguay,1,,"[15, 24, 47]",[],[],[73],[],[],home,,home,,
1990,Italy,1990.6.17,Group stage,32733,"Dacia Arena, Udine",Korea Republic,1,,Spain,3,,[43],[],[],"[23, 61, 81]",[],[],away,,away,,
1990,Italy,1990.6.16,Group stage,58007,"Stadio delle Alpi, Turin",Brazil,1,,Costa Rica,0,,[33],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.16,Group stage,35267,"Sant Elia, Cagliari",England,0,,Netherlands,0,,[],[],[],[],[],[],draw,,,,
1990,Italy,1990.6.16,Group stage,31823,"Luigi Ferraris, Genoa",Sweden,1,,Scotland,2,,[86],[],[],[11],[],[81],away,,away,,
1990,Italy,1990.6.15,Group stage,38962,"Comunale, Florence",Austria,0,,Czechoslovakia,1,,[],[],[],[],[],[31],away,,away,,
1990,Italy,1990.6.15,Group stage,71169,"Giuseppe Meazza, Milan",West Germany,5,,United Arab Emirates,1,,"[35, 37, 47, 58, 75]",[],[],[46],[],[],home,,home,,
1990,Italy,1990.6.14,Group stage,32257,"Renato Dall Ara, Bologna",Yugoslavia,1,,Colombia,0,,[75],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.14,Group stage,38687,"Stadio San Nicola, Bari",Cameroon,2,,Romania,1,,"[76, 86]",[],[],[88],[],[],home,,home,,
1990,Italy,1990.6.14,Group stage,73423,"Stadio Olimpico, Rome",Italy,1,,United States,0,,[11],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.13,Group stage,35713,"Dacia Arena, Udine",Uruguay,0,,Spain,0,,[],[],[],[],[],[],draw,,,,
1990,Italy,1990.6.13,Group stage,55759,"San Paolo, Naples",Argentina,2,,Soviet Union,0,,"[27, 79]",[],[],[],[],[],home,,home,,
1990,Italy,1990.6.12,Group stage,32790,"Marc Antonio Bentegodi, Verona",Belgium,2,,Korea Republic,0,,"[53, 64]",[],[],[],[],[],home,,home,,
1990,Italy,1990.6.12,Group stage,33288,"Della Favorita, Palermo",Netherlands,1,,Egypt,1,,[58],[],[],[],[],[83],draw,,home,,
1990,Italy,1990.6.11,Group stage,30867,"Luigi Ferraris, Genoa",Costa Rica,1,,Scotland,0,,[49],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.11,Group stage,35238,"Sant Elia, Cagliari",England,1,,Republic of Ireland,1,,[9],[],[],[73],[],[],draw,,home,,
1990,Italy,1990.6.10,Group stage,33266,"Comunale, Florence",United States,1,,Czechoslovakia,5,,[60],[],[],"[26, 50, 78, 90]",[],[40],away,,away,,
1990,Italy,1990.6.10,Group stage,74765,"Giuseppe Meazza, Milan",West Germany,4,,Yugoslavia,1,,"[28, 39, 64, 70]",[],[],[55],[],[],home,,home,,
1990,Italy,1990.6.10,Group stage,62628,"Stadio delle Alpi, Turin",Brazil,2,,Sweden,1,,"[40, 63]",[],[],[79],[],[],home,,home,,
1990,Italy,1990.6.9,Group stage,30791,"Renato Dall Ara, Bologna",United Arab Emirates,0,,Colombia,2,,[],[],[],"[50, 85]",[],[],away,,away,,
1990,Italy,1990.6.9,Group stage,42907,"Stadio San Nicola, Bari",Soviet Union,0,,Romania,2,,[],[],[],[41],[],[55],away,,away,,
1990,Italy,1990.6.9,Group stage,73303,"Stadio Olimpico, Rome",Italy,1,,Austria,0,,[78],[],[],[],[],[],home,,home,,
1990,Italy,1990.6.8,Group stage,73780,"Giuseppe Meazza, Milan",Argentina,0,,Cameroon,1,,[],[],[],[67],[],[],away,,away,,
1986,Mexico,1986.6.29,Final,114600,"Estadio Azteca, Mexico City",Argentina,3,,West Germany,2,,"[23, 56, 84]",[],[],"[74, 81]",[],[],home,,home,,
1986,Mexico,1986.6.28,Third-place match,21000,"Cuauhtemoc, Puebla",France,4,,Belgium,2,,"[27, 43, 104]",[],[111],"[11, 73]",[],[],home,,away,,
1986,Mexico,1986.6.25,Semi-finals,45000,"Jalisco, Guadalajara",France,0,,West Germany,2,,[],[],[],"[9, 90]",[],[],away,,away,,
1986,Mexico,1986.6.25,Semi-finals,114500,"Estadio Azteca, Mexico City",Argentina,2,,Belgium,0,,"[51, 63]",[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.22,Quarter-finals,114580,"Estadio Azteca, Mexico City",Argentina,2,,England,1,,"[51, 55]",[],[],[81],[],[],home,,home,,
1986,Mexico,1986.6.22,Quarter-finals,45000,"Cuauhtemoc, Puebla",Spain,1,4,Belgium,1,5,[85],[],[],[35],[],[],draw,away,away,,
1986,Mexico,1986.6.21,Quarter-finals,65000,"Jalisco, Guadalajara",Brazil,1,3,France,1,4,[17],[],[],[41],[],[],draw,away,home,,
1986,Mexico,1986.6.21,Quarter-finals,41700,"Estadio Universitario, Monterrey",West Germany,0,4,Mexico,0,1,[],[],[],[],[],[],draw,home,,,
1986,Mexico,1986.6.18,Round of 16,98728,"Estadio Azteca, Mexico City",England,3,,Paraguay,0,,"[31, 56, 72]",[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.18,Round of 16,38500,"Estadio Corregidora, Queretaro",Denmark,1,,Spain,5,,[],[],[33],"[43, 57, 80]",[],"[68, 89]",away,,away,,
1986,Mexico,1986.6.17,Round of 16,70000,"Estadio Olï¿½mpico Universitario, Mexico City",Italy,0,,France,2,,[],[],[],"[15, 57]",[],[],away,,away,,
1986,Mexico,1986.6.17,Round of 16,19800,"Estadio Universitario, Monterrey",Morocco,0,,West Germany,1,,[],[],[],[88],[],[],away,,away,,
1986,Mexico,1986.6.16,Round of 16,45000,"Jalisco, Guadalajara",Brazil,4,,Poland,0,,"[55, 79]",[],"[30, 83]",[],[],[],home,,home,,
1986,Mexico,1986.6.16,Round of 16,26000,"Cuauhtemoc, Puebla",Argentina,1,,Uruguay,0,,[42],[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.15,Round of 16,114580,"Estadio Azteca, Mexico City",Mexico,2,,Bulgaria,0,,"[34, 61]",[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.15,Round of 16,32277,"Nou Camp - Estadio Leï¿½n, Leon",Soviet Union,3,,Belgium,4,,"[27, 70]",[],[111],"[56, 77, 102, 110]",[],[],away,,home,,
1986,Mexico,1986.6.13,Group stage,20000,"Neza, Nezahualcoyotl",Scotland,0,,Uruguay,0,,[],[],[],[],[],[],draw,,,,
1986,Mexico,1986.6.13,Group stage,36000,"Estadio Corregidora, Queretaro",Denmark,2,,West Germany,0,,[62],[],[43],[],[],[],home,,home,,
1986,Mexico,1986.6.12,Group stage,23980,"Tecnologico, Monterrey",Algeria,0,,Spain,3,,[],[],[],"[15, 68, 70]",[],[],away,,away,,
1986,Mexico,1986.6.12,Group stage,51000,"Jalisco, Guadalajara",Northern Ireland,0,,Brazil,3,,[],[],[],"[15, 42, 87]",[],[],away,,away,,
1986,Mexico,1986.6.11,Group stage,16000,"Bombonera - Estadio Nemesio Diez, Toluca",Paraguay,2,,Belgium,2,,"[50, 76]",[],[],"[30, 59]",[],[],draw,,away,,
1986,Mexico,1986.6.11,Group stage,103763,"Estadio Azteca, Mexico City",Iraq,0,,Mexico,1,,[],[],[],[54],[],[],away,,away,,
1986,Mexico,1986.6.11,Group stage,22700,"Tecnologico, Monterrey",England,3,,Poland,0,,"[9, 14, 34]",[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.11,Group stage,28000,"Tres de Marzo, Guadalajara",Portugal,1,,Morocco,3,,[79],[],[],"[19, 27, 62]",[],[],away,,away,,
1986,Mexico,1986.6.10,Group stage,65000,"Estadio Olï¿½mpico Universitario, Mexico City",Argentina,2,,Bulgaria,0,,"[3, 76]",[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.10,Group stage,20000,"Cuauhtemoc, Puebla",Korea Republic,2,,Italy,3,,"[62, 83]",[],[],"[17, 73]",[82],[],away,,away,,
1986,Mexico,1986.6.9,Group stage,14200,"Estadio Irapuato, Irapuato",Soviet Union,2,,Canada,0,,"[58, 74]",[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.9,Group stage,31420,"Nou Camp - Estadio Leï¿½n, Leon",Hungary,0,,France,3,,[],[],[],"[29, 62, 84]",[],[],away,,away,,
1986,Mexico,1986.6.8,Group stage,30000,"Estadio Corregidora, Queretaro",West Germany,2,,Scotland,1,,"[22, 50]",[],[],[18],[],[],home,,away,,
1986,Mexico,1986.6.8,Group stage,20000,"Bombonera - Estadio Nemesio Diez, Toluca",Iraq,1,,Belgium,2,,[59],[],[],[16],[],[21],away,,away,,
1986,Mexico,1986.6.8,Group stage,26500,"Neza, Nezahualcoyotl",Denmark,6,,Uruguay,1,,"[11, 41, 52, 67, 80, 88]",[],[],[],[],[45],home,,home,,
1986,Mexico,1986.6.7,Group stage,114600,"Estadio Azteca, Mexico City",Mexico,1,,Paraguay,1,,[3],[],[],[85],[],[],draw,,home,,
1986,Mexico,1986.6.7,Group stage,28000,"Tres de Marzo, Guadalajara",Northern Ireland,1,,Spain,2,,[47],[],[],"[2, 18]",[],[],away,,away,,
1986,Mexico,1986.6.7,Group stage,19915,"Estadio Universitario, Monterrey",Poland,1,,Portugal,0,,[68],[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.6,Group stage,48000,"Jalisco, Guadalajara",Brazil,1,,Algeria,0,,[66],[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.6,Group stage,13800,"Estadio Irapuato, Irapuato",Hungary,2,,Canada,0,,"[2, 75]",[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.6,Group stage,20200,"Tecnologico, Monterrey",England,0,,Morocco,0,,[],[],[],[],[],[],draw,,,,
1986,Mexico,1986.6.5,Group stage,32000,"Cuauhtemoc, Puebla",Italy,1,,Argentina,1,,[],[],[6],[34],[],[],draw,,away,,
1986,Mexico,1986.6.5,Group stage,36540,"Nou Camp - Estadio Leï¿½n, Leon",France,1,,Soviet Union,1,,[62],[],[],[53],[],[],draw,,away,,
1986,Mexico,1986.6.5,Group stage,45000,"Estadio Olï¿½mpico Universitario, Mexico City",Korea Republic,1,,Bulgaria,1,,[70],[],[],[11],[],[],draw,,away,,
1986,Mexico,1986.6.4,Group stage,24000,"Bombonera - Estadio Nemesio Diez, Toluca",Paraguay,1,,Iraq,0,,[35],[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.4,Group stage,30500,"Estadio Corregidora, Queretaro",Uruguay,1,,West Germany,1,,[4],[],[],[84],[],[],draw,,home,,
1986,Mexico,1986.6.4,Group stage,18000,"Neza, Nezahualcoyotl",Scotland,0,,Denmark,1,,[],[],[],[57],[],[],away,,away,,
1986,Mexico,1986.6.3,Group stage,110000,"Estadio Azteca, Mexico City",Belgium,1,,Mexico,2,,[45],[],[],"[23, 39]",[],[],away,,away,,
1986,Mexico,1986.6.3,Group stage,22000,"Tres de Marzo, Guadalajara",Algeria,1,,Northern Ireland,1,,[59],[],[],[6],[],[],draw,,away,,
1986,Mexico,1986.6.3,Group stage,23000,"Tecnologico, Monterrey",Portugal,1,,England,0,,[75],[],[],[],[],[],home,,home,,
1986,Mexico,1986.6.2,Group stage,16500,"Estadio Irapuato, Irapuato",Soviet Union,6,,Hungary,0,,"[2, 4, 66, 80]",[73],[24],[],[],[],home,,home,,
1986,Mexico,1986.6.2,Group stage,60000,"Estadio Olï¿½mpico Universitario, Mexico City",Argentina,3,,Korea Republic,1,,"[6, 18, 46]",[],[],[73],[],[],home,,home,,
1986,Mexico,1986.6.2,Group stage,19900,"Estadio Universitario, Monterrey",Morocco,0,,Poland,0,,[],[],[],[],[],[],draw,,,,
1986,Mexico,1986.6.1,Group stage,35748,"Jalisco, Guadalajara",Spain,0,,Brazil,1,,[],[],[],[62],[],[],away,,away,,
1986,Mexico,1986.6.1,Group stage,65500,"Nou Camp - Estadio Leï¿½n, Leon",Canada,0,,France,1,,[],[],[],[79],[],[],away,,away,,
1986,Mexico,1986.5.31,Group stage,96000,"Estadio Azteca, Mexico City",Bulgaria,1,,Italy,1,,[85],[],[],[43],[],[],draw,,away,,
1982,Spain,1982.7.11,Final,90000,"Santiago Bernabeu, Madrid",Italy,3,,West Germany,1,,"[57, 69, 81]",[],[],[83],[],[],home,,home,,
1982,Spain,1982.7.10,Third-place match,28000,"Jose Rico Perez, Alicante",Poland,3,,France,2,,"[40, 44, 46]",[],[],"[13, 72]",[],[],home,,away,,
1982,Spain,1982.7.8,Semi-finals,50000,"Camp Nou, Barcelona",Poland,0,,Italy,2,,[],[],[],"[22, 73]",[],[],away,,away,,
1982,Spain,1982.7.8,Semi-finals,70000,"Ramon Sanchez Pizjuan, Seville",West Germany,3,5,France,3,4,"[17, 102, 108]",[],[],"[92, 98]",[],[26],draw,home,home,,
1982,Spain,1982.7.5,Second group stage,44000,"Sarria, Barcelona",Italy,3,,Brazil,2,,"[5, 25, 74]",[],[],"[12, 68]",[],[],home,,home,,
1982,Spain,1982.7.5,Second group stage,75000,"Santiago Bernabeu, Madrid",Spain,0,,England,0,,[],[],[],[],[],[],draw,,,,
1982,Spain,1982.7.4,Second group stage,37000,"Vicente Calderon, Madrid",France,4,,Northern Ireland,1,,"[33, 46, 68, 80]",[],[],[75],[],[],home,,home,,
1982,Spain,1982.7.4,Second group stage,65000,"Camp Nou, Barcelona",Poland,0,,Soviet Union,0,,[],[],[],[],[],[],draw,,,,
1982,Spain,1982.7.2,Second group stage,44000,"Sarria, Barcelona",Argentina,1,,Brazil,3,,[89],[],[],"[11, 66, 75]",[],[],away,,away,,
1982,Spain,1982.7.2,Second group stage,90089,"Santiago Bernabeu, Madrid",West Germany,2,,Spain,1,,"[50, 75]",[],[],[82],[],[],home,,home,,
1982,Spain,1982.7.1,Second group stage,20000,"Vicente Calderon, Madrid",Austria,2,,Northern Ireland,2,,"[50, 68]",[],[],"[27, 75]",[],[],draw,,away,,
1982,Spain,1982.7.1,Second group stage,45000,"Camp Nou, Barcelona",Belgium,0,,Soviet Union,1,,[],[],[],[48],[],[],away,,away,,
1982,Spain,1982.6.29,Second group stage,43000,"Sarria, Barcelona",Italy,2,,Argentina,1,,"[57, 67]",[],[],[83],[],[],home,,home,,
1982,Spain,1982.6.29,Second group stage,75000,"Santiago Bernabeu, Madrid",West Germany,0,,England,0,,[],[],[],[],[],[],draw,,,,
1982,Spain,1982.6.28,Second group stage,37000,"Vicente Calderon, Madrid",Austria,0,,France,1,,[],[],[],[39],[],[],away,,away,,
1982,Spain,1982.6.28,Second group stage,65000,"Camp Nou, Barcelona",Poland,3,,Belgium,0,,"[4, 26, 53]",[],[],[],[],[],home,,home,,
1982,Spain,1982.6.25,First group stage,39700,"San Mames, Bilbao",England,1,,Kuwait,0,,[27],[],[],[],[],[],home,,home,,
1982,Spain,1982.6.25,First group stage,41000,"El Molinon, Gijon",West Germany,1,,Austria,0,,[10],[],[],[],[],[],home,,home,,
1982,Spain,1982.6.25,First group stage,49562,"Luis Casanova, Valencia",Northern Ireland,1,,Spain,0,,[47],[],[],[],[],[],home,,home,,
1982,Spain,1982.6.24,First group stage,28000,"Jose Zorrilla, Valladolid",France,1,,Czechoslovakia,1,,[66],[],[],[],[],[84],draw,,home,,
1982,Spain,1982.6.24,First group stage,16000,"Carlos Tartiere, Oviedo",Algeria,3,,Chile,2,,"[7, 31, 35]",[],[],[73],[],[59],home,,home,,
1982,Spain,1982.6.24,First group stage,25000,"La Romareda, Zaragoza",Honduras,0,,Yugoslavia,1,,[],[],[],[],[],[88],away,,away,,
1982,Spain,1982.6.23,First group stage,20000,"Estadio Municipal de Balaï¿½dos, Vigo",Italy,1,,Cameroon,1,,[60],[],[],[61],[],[],draw,,home,,
1982,Spain,1982.6.23,First group stage,32500,"Jose Rico Perez, Alicante",Argentina,2,,El Salvador,0,,[54],[],[22],[],[],[],home,,home,,
1982,Spain,1982.6.23,First group stage,43000,"Benito Villamarin, Seville",Brazil,4,,New Zealand,0,,"[28, 31, 64, 70]",[],[],[],[],[],home,,home,,
1982,Spain,1982.6.22,First group stage,25000,"Riazor, La Coruï¿½A",Poland,5,,Peru,1,,"[55, 58, 61, 68, 76]",[],[],[83],[],[],home,,home,,
1982,Spain,1982.6.22,First group stage,37000,"Nuevo Estadio, Elche",Belgium,1,,Hungary,1,,[76],[],[],[27],[],[],draw,,away,,
1982,Spain,1982.6.22,First group stage,45000,"La Rosaleda, Malaga",Soviet Union,2,,Scotland,2,,"[59, 84]",[],[],"[15, 86]",[],[],draw,,away,,
1982,Spain,1982.6.21,First group stage,22000,"Carlos Tartiere, Oviedo",Algeria,0,,Austria,2,,[],[],[],"[55, 67]",[],[],away,,away,,
1982,Spain,1982.6.21,First group stage,30043,"Jose Zorrilla, Valladolid",France,4,,Kuwait,1,,"[31, 43, 48, 89]",[],[],[75],[],[],home,,home,,
1982,Spain,1982.6.21,First group stage,15000,"La Romareda, Zaragoza",Honduras,1,,Northern Ireland,1,,[60],[],[],[9],[],[],draw,,away,,
1982,Spain,1982.6.20,First group stage,42000,"El Molinon, Gijon",West Germany,4,,Chile,1,,"[9, 57, 66, 83]",[],[],[90],[],[],home,,home,,
1982,Spain,1982.6.20,First group stage,41123,"San Mames, Bilbao",England,2,,Czechoslovakia,0,,[62],[66],[],[],[],[],home,,home,,
1982,Spain,1982.6.20,First group stage,48000,"Luis Casanova, Valencia",Spain,2,,Yugoslavia,1,,[66],[],[14],[10],[],[],home,,away,,
1982,Spain,1982.6.19,First group stage,19000,"Riazor, La Coruï¿½A",Poland,0,,Cameroon,0,,[],[],[],[],[],[],draw,,,,
1982,Spain,1982.6.19,First group stage,19000,"La Rosaleda, Malaga",Soviet Union,3,,New Zealand,0,,"[24, 48, 68]",[],[],[],[],[],home,,home,,
1982,Spain,1982.6.19,First group stage,15000,"Nuevo Estadio, Elche",Belgium,1,,El Salvador,0,,[19],[],[],[],[],[],home,,home,,
1982,Spain,1982.6.18,First group stage,25000,"Estadio Municipal de Balaï¿½dos, Vigo",Italy,1,,Peru,1,,[18],[],[],[83],[],[],draw,,home,,
1982,Spain,1982.6.18,First group stage,47379,"Benito Villamarin, Seville",Brazil,4,,Scotland,1,,"[33, 48, 63, 87]",[],[],[18],[],[],home,,away,,
1982,Spain,1982.6.18,First group stage,32093,"Jose Rico Perez, Alicante",Argentina,4,,Hungary,1,,"[26, 28, 57, 60]",[],[],[76],[],[],home,,home,,
1982,Spain,1982.6.17,First group stage,22500,"Carlos Tartiere, Oviedo",Chile,0,,Austria,1,,[],[],[],[22],[],[],away,,away,,
1982,Spain,1982.6.17,First group stage,25000,"Jose Zorrilla, Valladolid",Czechoslovakia,1,,Kuwait,1,,[],[],[21],[57],[],[],draw,,away,,
1982,Spain,1982.6.17,First group stage,25000,"La Romareda, Zaragoza",Yugoslavia,0,,Northern Ireland,0,,[],[],[],[],[],[],draw,,,,
1982,Spain,1982.6.16,First group stage,44172,"San Mames, Bilbao",England,3,,France,1,,"[1, 67, 83]",[],[],[24],[],[],home,,home,,
1982,Spain,1982.6.16,First group stage,42000,"El Molinon, Gijon",West Germany,1,,Algeria,2,,[67],[],[],"[54, 68]",[],[],away,,away,,
1982,Spain,1982.6.16,First group stage,49562,"Luis Casanova, Valencia",Spain,1,,Honduras,1,,[],[],[65],[7],[],[],draw,,away,,
1982,Spain,1982.6.15,First group stage,11000,"Riazor, La Coruï¿½A",Peru,0,,Cameroon,0,,[],[],[],[],[],[],draw,,,,
1982,Spain,1982.6.15,First group stage,23000,"Nuevo Estadio, Elche",Hungary,10,,El Salvador,1,,"[4, 11, 23, 50, 54, 69, 70, 72, 76, 83]",[],[],[64],[],[],home,,home,,
1982,Spain,1982.6.15,First group stage,36000,"La Rosaleda, Malaga",Scotland,5,,New Zealand,2,,"[18, 29, 32, 73, 79]",[],[],"[54, 64]",[],[],home,,home,,
1982,Spain,1982.6.14,First group stage,33000,"Estadio Municipal de Balaï¿½dos, Vigo",Italy,0,,Poland,0,,[],[],[],[],[],[],draw,,,,
1982,Spain,1982.6.14,First group stage,68000,"Ramon Sanchez Pizjuan, Seville",Brazil,2,,Soviet Union,1,,"[75, 88]",[],[],[34],[],[],home,,away,,
1982,Spain,1982.6.13,First group stage,95000,"Camp Nou, Barcelona",Argentina,0,,Belgium,1,,[],[],[],[62],[],[],away,,away,,
1978,Argentina,1978.6.25,Final,71483,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,3,,Netherlands,1,,"[38, 105, 115]",[],[],[82],[],[],home,,home,,
1978,Argentina,1978.6.24,Third-place match,69659,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Brazil,2,,Italy,1,,"[64, 72]",[],[],[38],[],[],home,,away,,
1978,Argentina,1978.6.21,Second round,67433,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Netherlands,2,,Italy,1,,"[50, 75]",[],[],[],[18],[],home,,away,,
1978,Argentina,1978.6.21,Second round,38318,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Austria,3,,West Germany,2,,"[66, 87]",[59],[],"[19, 68]",[],[],home,,away,,
1978,Argentina,1978.6.21,Second round,39586,"San Martin, Mendoza",Brazil,3,,Poland,1,,"[12, 57, 63]",[],[],[45],[],[],home,,home,,
1978,Argentina,1978.6.21,Second round,37315,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,6,,Peru,0,,"[21, 43, 48, 50, 67, 72]",[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.18,Second round,35288,"San Martin, Mendoza",Poland,1,,Peru,0,,[65],[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.18,Second round,40750,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",West Germany,2,,Netherlands,2,,"[3, 70]",[],[],"[27, 84]",[],[],draw,,home,,
1978,Argentina,1978.6.18,Second round,66695,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Italy,1,,Austria,0,,[14],[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.18,Second round,37326,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,0,,Brazil,0,,[],[],[],[],[],[],draw,,,,
1978,Argentina,1978.6.14,Second round,25050,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Netherlands,5,,Austria,1,,"[6, 36, 53, 82]",[],[35],[79],[],[],home,,home,,
1978,Argentina,1978.6.14,Second round,67547,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",West Germany,0,,Italy,0,,[],[],[],[],[],[],draw,,,,
1978,Argentina,1978.6.14,Second round,31278,"San Martin, Mendoza",Brazil,3,,Peru,0,,"[15, 28]",[],[73],[],[],[],home,,home,,
1978,Argentina,1978.6.14,Second round,37091,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Argentina,2,,Poland,0,,"[16, 71]",[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.11,First round,35221,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Brazil,1,,Austria,0,,[40],[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.11,First round,42132,"Jose Amalfitani, Buenos Aires",Spain,1,,Sweden,0,,[75],[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.11,First round,21262,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Peru,4,,IR Iran,1,,"[2, 79]",[],"[36, 39]",[41],[],[],home,,home,,
1978,Argentina,1978.6.11,First round,35130,"San Martin, Mendoza",Scotland,3,,Netherlands,2,,"[44, 68]",[],[47],[71],[],[34],home,,away,,
1978,Argentina,1978.6.10,First round,23127,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",France,3,,Hungary,1,,"[22, 37, 42]",[],[],[41],[],[],home,,home,,
1978,Argentina,1978.6.10,First round,22651,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Poland,3,,Mexico,1,,"[43, 56, 84]",[],[],[52],[],[],home,,home,,
1978,Argentina,1978.6.10,First round,30667,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",West Germany,0,,Tunisia,0,,[],[],[],[],[],[],draw,,,,
1978,Argentina,1978.6.10,First round,71712,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Italy,1,,Argentina,0,,[67],[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.7,First round,41424,"Jose Amalfitani, Buenos Aires",Austria,1,,Sweden,0,,[],[],[42],[],[],[],home,,away,,
1978,Argentina,1978.6.7,First round,34771,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Brazil,0,,Spain,0,,[],[],[],[],[],[],draw,,,,
1978,Argentina,1978.6.7,First round,28125,"San Martin, Mendoza",Netherlands,0,,Peru,0,,[],[],[],[],[],[],draw,,,,
1978,Argentina,1978.6.7,First round,7938,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Scotland,1,,IR Iran,1,,[],[43],[],[60],[],[],draw,,home,,
1978,Argentina,1978.6.6,First round,26533,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Italy,3,,Hungary,1,,"[34, 36, 60]",[],[],[],[],[81],home,,home,,
1978,Argentina,1978.6.6,First round,35258,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",West Germany,6,,Mexico,0,,"[15, 30, 38, 44, 73, 89]",[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.6,First round,9624,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Poland,1,,Tunisia,0,,[43],[],[],[],[],[],home,,home,,
1978,Argentina,1978.6.6,First round,71666,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,2,,France,1,,[73],[],[45],[60],[],[],home,,away,,
1978,Argentina,1978.6.3,First round,32569,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Sweden,1,,Brazil,1,,[37],[],[],[45],[],[],draw,,home,,
1978,Argentina,1978.6.3,First round,40841,"Jose Amalfitani, Buenos Aires",Austria,2,,Spain,1,,"[9, 76]",[],[],[21],[],[],home,,home,,
1978,Argentina,1978.6.3,First round,37927,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Peru,3,,Scotland,1,,"[43, 71, 77]",[],[],[14],[],[],home,,away,,
1978,Argentina,1978.6.3,First round,33431,"San Martin, Mendoza",Netherlands,3,,IR Iran,0,,[62],[],"[40, 79]",[],[],[],home,,home,,
1978,Argentina,1978.6.2,First round,42373,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",Italy,2,,France,1,,"[29, 54]",[],[],[1],[],[],home,,away,,
